1734, 2, 136, 35
1733, 2, 36, 136
1748, 45, 59, 139
1753, 49, 60, 140
1780, 82, 85, 146
1776, 77, 80, 145
1632, 13, 14, 117
1637, 31, 32, 118
1626, 87, 89, 115
1631, 88, 90, 116
1747, 45, 139, 70
1752, 49, 140, 69
1647, 57, 120, 81
1642, 58, 119, 86
1624, 11, 12, 115
1629, 29, 30, 116
1785, 53, 147, 97
1789, 55, 148, 101
1641, 73, 118, 76
1636, 74, 117, 75
1757, 87, 115, 141
1762, 88, 116, 142
1706, 9, 121, 131
1714, 27, 122, 132
1717, 108, 133, 128
1722, 106, 134, 126
1756, 12, 141, 115
1761, 30, 142, 116
1741, 54, 138, 108
1736, 56, 137, 106
1779, 80, 110, 145
1783, 85, 109, 146
1654, 10, 65, 121
1659, 28, 66, 122
1723, 71, 112, 134
1718, 72, 111, 133
1675, 15, 63, 125
1687, 33, 64, 127
1664, 39, 40, 123
1669, 21, 22, 124
1704, 39, 123, 130
1699, 21, 124, 129
1698, 20, 21, 129
1703, 38, 39, 130
1726, 17, 135, 113
1731, 35, 136, 114
1786, 97, 147, 98
1790, 101, 148, 102
1759, 13, 117, 141
1764, 31, 118, 142
1730, 18, 105, 135
1735, 36, 107, 136
1793, 47, 149, 48
1798, 51, 150, 52
1740, 92, 93, 137
1745, 95, 96, 138
1746, 59, 79, 139
1751, 60, 84, 140
1758, 12, 13, 141
1763, 30, 31, 142
1727, 105, 113, 135
1732, 107, 114, 136
1715, 99, 132, 122
1707, 103, 131, 121
1777, 77, 145, 78
1781, 82, 146, 83
1778, 78, 145, 110
1782, 83, 146, 109
1792, 47, 72, 149
1797, 51, 71, 150
1725, 112, 126, 134
1720, 111, 128, 133
1801, 71, 119, 150
1796, 72, 120, 149
